id,email,currency,amount
10312,Wilton.Emelina.166741@optiopay.com,USD,1373
10313,Quinton.Giselle.118955@optiopay.com,USD,-9
10314,Donnell.Roxann.122678@optiopay.com,EUR,2972
10315,Brendan.Lise.128544@optiopay.com,USD,649
10316,Ara.Ara.175433@optiopay.com,EUR,2013
10317,Quinton.Brendan.172400@optiopay.com,EUR,-1437
10318,Giselle.Yoshik.182399@optiopay.com,EUR,855
10319,Emelina.Giuseppina.14641@optiopay.com,USD,363
10320,Brendan.Stephan.124650@optiopay.com,USD,-4
10321,Donnell.Sacha.171935@optiopay.com,USD,-1460
10322,Emelina.Giuseppina.182069@optiopay.com,USD,-1198
10323,Yoshik.Cecilia.764@optiopay.com,EUR,1421
10324,Yoshik.Cecilia.175411@optiopay.com,USD,2073
10325,Brendan.Yoshik.138604@optiopay.com,EUR,-18
10326,Roxann.Brendan.119133@optiopay.com,EUR,-1582
10327,Cristi.Yoshik.159298@optiopay.com,USD,-548
10328,Sacha.Yoshik.123435@optiopay.com,EUR,2548
10329,Elizbeth.Lise.83041@optiopay.com,USD,2317
10330,Cecilia.Roxann.44731@optiopay.com,EUR,159
10331,Sacha.Giuseppina.84928@optiopay.com,USD,-1353
10332,Giselle.Yoshik.182399@optiopay.com,EUR,-429
10333,Micki.Sebastian.8034@optiopay.com,EUR,517
10334,Yoshik.Giselle.42943@optiopay.com,EUR,1028
10335,Catalina.Yoshik.65564@optiopay.com,EUR,-491
10336,Lise.Micki.102298@optiopay.com,USD,1036
10337,Donnell.Cristi.24935@optiopay.com,USD,1247
10338,Catalina.Lise.28561@optiopay.com,EUR,500
10339,Stephan.Cristi.108374@optiopay.com,USD,-1241
10340,Wilton.Ladonna.158346@optiopay.com,USD,1560
10341,Giuseppina.Roxann.17594@optiopay.com,EUR,-1901
10342,Giselle.Brendan.154392@optiopay.com,EUR,2017
10343,Elizbeth.Lise.172487@optiopay.com,EUR,-1057
10344,Elizbeth.Lise.83041@optiopay.com,EUR,-23
10345,Emelina.Donnell.173712@optiopay.com,EUR,-1688
10346,Cristi.Yoshik.159298@optiopay.com,USD,2629
10347,Yoshik.Micki.11387@optiopay.com,EUR,2098
10348,Ladonna.Lise.5027@optiopay.com,USD,2515
10349,Sebastian.Giuseppina.79850@optiopay.com,EUR,-1222
10350,Ara.Giuseppina.104429@optiopay.com,USD,-1769
10351,Donnell.Quinton.35091@optiopay.com,EUR,1242
10352,Lise.Giuseppina.172711@optiopay.com,USD,1629
10353,Ladonna.Stephan.52712@optiopay.com,USD,-562
10354,Cecilia.Cecilia.170058@optiopay.com,USD,-245
10355,Brendan.Quinton.31884@optiopay.com,USD,931
10356,Donnell.Roxann.122678@optiopay.com,EUR,-1989
10357,Donnell.Sacha.171935@optiopay.com,EUR,1819
10358,Sacha.Giselle.78752@optiopay.com,EUR,-1625
10359,Giselle.Ara.184112@optiopay.com,EUR,2489
10360,Donnell.Cristi.58470@optiopay.com,EUR,-97
10361,Ara.Catalina.68212@optiopay.com,USD,812
10362,Ara.Giuseppina.157211@optiopay.com,USD,-505
10363,Giselle.Ara.32189@optiopay.com,EUR,1877
10364,Cecilia.Micki.26621@optiopay.com,EUR,2546
10365,Cristi.Donnell.32825@optiopay.com,USD,-31
10366,Micki.Wilton.90486@optiopay.com,USD,2138
10367,Giuseppina.Ara.125566@optiopay.com,EUR,1444
10368,Ladonna.Catalina.119886@optiopay.com,USD,2492
10369,Wilton.Sebastian.162684@optiopay.com,USD,353
10370,Donnell.Ara.256@optiopay.com,USD,1937
10371,Giuseppina.Sacha.189351@optiopay.com,USD,-239
10372,Wilton.Catalina.150768@optiopay.com,USD,1278
10373,Ladonna.Elizbeth.9423@optiopay.com,USD,2136
10374,Micki.Elizbeth.47569@optiopay.com,USD,1684
10375,Giuseppina.Roxann.17594@optiopay.com,USD,-655
10376,Ara.Micki.175144@optiopay.com,USD,-227
10377,Giselle.Roxann.83521@optiopay.com,EUR,1996
10378,Elizbeth.Roxann.2125@optiopay.com,EUR,1324
10379,Brendan.Donnell.186440@optiopay.com,USD,2002
10380,Yoshik.Ladonna.2868@optiopay.com,EUR,-1
10381,Elizbeth.Donnell.14030@optiopay.com,EUR,2350
10382,Brendan.Ladonna.22586@optiopay.com,USD,-293
10383,Ara.Quinton.139659@optiopay.com,EUR,2878
10384,Cristi.Wilton.58580@optiopay.com,USD,346
10385,Ara.Yoshik.105680@optiopay.com,EUR,-733
10386,Brendan.Donnell.186440@optiopay.com,USD,2524
10387,Lise.Cecilia.130321@optiopay.com,USD,1510
10388,Lise.Giselle.118562@optiopay.com,USD,1603
10389,Cristi.Sacha.38416@optiopay.com,USD,-296
10390,Giselle.Ara.71900@optiopay.com,USD,-1338
10391,Giselle.Roxann.166147@optiopay.com,EUR,-1685
10392,Brendan.Sebastian.1296@optiopay.com,EUR,914
10393,Quinton.Giuseppina.59370@optiopay.com,EUR,-1013
10394,Cristi.Giselle.175553@optiopay.com,USD,-1583
10395,Ara.Elizbeth.58254@optiopay.com,USD,-1509
10396,Cristi.Lise.125572@optiopay.com,EUR,657
10397,Giselle.Brendan.154392@optiopay.com,EUR,-1188
10398,Yoshik.Cecilia.764@optiopay.com,EUR,1707
10399,Wilton.Ladonna.158346@optiopay.com,USD,2157
10400,Wilton.Giselle.148615@optiopay.com,USD,-881
10401,Stephan.Cristi.108374@optiopay.com,EUR,-1874
10402,Catalina.Catalina.171817@optiopay.com,USD,-162
10403,Brendan.Donnell.186440@optiopay.com,EUR,-48
10404,Quinton.Catalina.20736@optiopay.com,USD,1820
10405,Lise.Roxann.27103@optiopay.com,EUR,1415
10406,Giselle.Yoshik.182399@optiopay.com,EUR,888
10407,Sacha.Donnell.173831@optiopay.com,USD,1850
10408,Catalina.Wilton.146037@optiopay.com,EUR,1415
10409,Roxann.Roxann.180293@optiopay.com,EUR,1040
10410,Elizbeth.Stephan.184006@optiopay.com,EUR,674
10411,Giselle.Sebastian.23855@optiopay.com,USD,1492
10412,Lise.Giuseppina.145992@optiopay.com,USD,1798
10413,Quinton.Giuseppina.59370@optiopay.com,EUR,324
10414,Ara.Ara.175433@optiopay.com,EUR,1186
10415,Giuseppina.Quinton.183029@optiopay.com,USD,1639
10416,Roxann.Sacha.166987@optiopay.com,USD,-1891
10417,Cristi.Micki.41577@optiopay.com,EUR,-1182
10418,Quinton.Ladonna.123465@optiopay.com,EUR,1632
10419,Donnell.Ara.256@optiopay.com,EUR,2061
10420,Giuseppina.Sacha.189351@optiopay.com,USD,1705
10421,Micki.Stephan.3596@optiopay.com,USD,1615
10422,Donnell.Ara.256@optiopay.com,EUR,2878
10423,Roxann.Quinton.142747@optiopay.com,EUR,2194
10424,Donnell.Sebastian.93189@optiopay.com,USD,201
10425,Donnell.Roxann.122678@optiopay.com,EUR,319
10426,Yoshik.Elizbeth.61884@optiopay.com,USD,257
10427,Cecilia.Lise.4096@optiopay.com,EUR,-849
10428,Giuseppina.Sacha.189351@optiopay.com,EUR,2277
10429,Elizbeth.Roxann.2125@optiopay.com,EUR,523
10430,Giselle.Sebastian.23855@optiopay.com,USD,1500
10431,Lise.Cecilia.130321@optiopay.com,EUR,409
10432,Yoshik.Sacha.95733@optiopay.com,EUR,1101
10433,Giuseppina.Sacha.4526@optiopay.com,USD,2266
10434,Cristi.Stephan.1402@optiopay.com,USD,116
10435,Giuseppina.Sacha.4526@optiopay.com,USD,-309
10436,Giselle.Roxann.166147@optiopay.com,EUR,-80
10437,Lise.Wilton.58344@optiopay.com,EUR,-386
10438,Ladonna.Giselle.66321@optiopay.com,USD,858
10439,Yoshik.Sacha.95733@optiopay.com,EUR,1379
10440,Wilton.Stephan.48567@optiopay.com,EUR,2945
10441,Roxann.Emelina.128371@optiopay.com,EUR,-600
10442,Emelina.Brendan.36606@optiopay.com,EUR,2349
10443,Cristi.Wilton.58580@optiopay.com,EUR,-354
10444,Sebastian.Emelina.155022@optiopay.com,EUR,-1603
10445,Giselle.Sebastian.23855@optiopay.com,USD,-1279
10446,Yoshik.Giuseppina.157405@optiopay.com,EUR,1331
10447,Emelina.Wilton.11507@optiopay.com,EUR,-1177
10448,Ladonna.Sacha.51793@optiopay.com,EUR,1751
10449,Quinton.Ara.152323@optiopay.com,USD,-641
10450,Micki.Brendan.43257@optiopay.com,EUR,-489
10451,Ladonna.Stephan.129033@optiopay.com,EUR,-714
10452,Donnell.Roxann.122678@optiopay.com,USD,75
10453,Sacha.Micki.16@optiopay.com,EUR,-737
10454,Giuseppina.Catalina.10000@optiopay.com,EUR,355
10455,Ladonna.Elizbeth.9423@optiopay.com,EUR,-517
10456,Cristi.Wilton.58580@optiopay.com,USD,-994
10457,Yoshik.Wilton.44350@optiopay.com,USD,1839
10458,Yoshik.Cecilia.764@optiopay.com,USD,2816
10459,Roxann.Roxann.180293@optiopay.com,EUR,-903
10460,Stephan.Cristi.108374@optiopay.com,USD,-1110
10461,Quinton.Giselle.118955@optiopay.com,USD,-1010
10462,Stephan.Cecilia.23646@optiopay.com,USD,957
10463,Micki.Sacha.163696@optiopay.com,USD,1317
10464,Cecilia.Lise.92171@optiopay.com,USD,-1178
10465,Brendan.Stephan.124650@optiopay.com,USD,958
10466,Wilton.Catalina.150768@optiopay.com,EUR,2575
10467,Cristi.Micki.41577@optiopay.com,USD,408
10468,Ara.Giuseppina.157211@optiopay.com,USD,2009
10469,Cristi.Quinton.101145@optiopay.com,USD,-1549
10470,Brendan.Ladonna.22586@optiopay.com,USD,-1534
10471,Cecilia.Roxann.44731@optiopay.com,EUR,-1068
10472,Sacha.Quinton.107824@optiopay.com,EUR,1922
10473,Quinton.Giselle.118955@optiopay.com,EUR,2055
10474,Roxann.Micki.5228@optiopay.com,USD,414
10475,Cristi.Cristi.109019@optiopay.com,EUR,-225
10476,Elizbeth.Stephan.184006@optiopay.com,EUR,1358
10477,Quinton.Giuseppina.59370@optiopay.com,USD,1196
10478,Elizbeth.Lise.35744@optiopay.com,EUR,-1762
10479,Yoshik.Ara.67102@optiopay.com,USD,316
10480,Roxann.Giselle.28350@optiopay.com,USD,1000
10481,Lise.Lise.118411@optiopay.com,EUR,-1856
10482,Elizbeth.Quinton.32079@optiopay.com,EUR,2377
10483,Lise.Wilton.88928@optiopay.com,EUR,2748
10484,Elizbeth.Lise.35744@optiopay.com,EUR,1424
10485,Ladonna.Sacha.51793@optiopay.com,USD,469
10486,Wilton.Catalina.150768@optiopay.com,EUR,1643
10487,Quinton.Sacha.174151@optiopay.com,USD,-967
10488,Cristi.Giselle.97897@optiopay.com,USD,2229
10489,Catalina.Yoshik.188492@optiopay.com,EUR,-1044
10490,Cristi.Giuseppina.6739@optiopay.com,EUR,340
10491,Cecilia.Roxann.122040@optiopay.com,EUR,-36
10492,Cristi.Cristi.109019@optiopay.com,EUR,-1643
10493,Giselle.Roxann.83521@optiopay.com,USD,2790
10494,Giuseppina.Sacha.4526@optiopay.com,EUR,3
10495,Ara.Giuseppina.157211@optiopay.com,USD,-1103
10496,Brendan.Stephan.124650@optiopay.com,EUR,2656
10497,Brendan.Giuseppina.167293@optiopay.com,EUR,-1283
10498,Micki.Micki.51051@optiopay.com,EUR,-1000
10499,Quinton.Catalina.20736@optiopay.com,EUR,-160
10500,Ara.Catalina.68212@optiopay.com,EUR,2181
10501,Quinton.Sacha.174151@optiopay.com,USD,941
10502,Roxann.Emelina.179437@optiopay.com,EUR,-1115
10503,Ladonna.Yoshik.183604@optiopay.com,EUR,-1652
10504,Brendan.Yoshik.138604@optiopay.com,USD,-5
10505,Quinton.Sacha.174151@optiopay.com,EUR,-1173
10506,Stephan.Stephan.36155@optiopay.com,USD,1456
10507,Wilton.Catalina.135093@optiopay.com,EUR,84
10508,Lise.Lise.118411@optiopay.com,USD,-1550
10509,Lise.Catalina.142252@optiopay.com,USD,1644
10510,Wilton.Stephan.48567@optiopay.com,EUR,-103
10511,Wilton.Cecilia.27953@optiopay.com,EUR,1416
10512,Cristi.Lise.125572@optiopay.com,USD,2438
10513,Emelina.Wilton.11507@optiopay.com,EUR,936
10514,Donnell.Sacha.7690@optiopay.com,USD,1143
10515,Sebastian.Catalina.90282@optiopay.com,EUR,882
10516,Cristi.Wilton.58580@optiopay.com,USD,173
10517,Lise.Cecilia.130321@optiopay.com,USD,2095
10518,Catalina.Sebastian.625@optiopay.com,USD,1496
10519,Ladonna.Quinton.31001@optiopay.com,USD,-1766
10520,Cristi.Wilton.173240@optiopay.com,EUR,-943
10521,Yoshik.Quinton.19912@optiopay.com,USD,-45
10522,Lise.Roxann.67258@optiopay.com,USD,2924
10523,Yoshik.Cristi.176286@optiopay.com,USD,1300
10524,Wilton.Giuseppina.70452@optiopay.com,USD,2254
10525,Sacha.Micki.16@optiopay.com,USD,-678
10526,Giselle.Brendan.154392@optiopay.com,EUR,-590
10527,Wilton.Ara.178192@optiopay.com,USD,22
10528,Wilton.Catalina.135093@optiopay.com,USD,-1215
10529,Ara.Roxann.161114@optiopay.com,USD,586
10530,Donnell.Cristi.58470@optiopay.com,USD,2310
10531,Roxann.Quinton.142747@optiopay.com,USD,2228
10532,Wilton.Cecilia.27953@optiopay.com,USD,2305
10533,Brendan.Cecilia.98382@optiopay.com,EUR,1595
10534,Emelina.Roxann.90537@optiopay.com,EUR,1766
10535,Lise.Wilton.88928@optiopay.com,USD,829
10536,Cecilia.Lise.4096@optiopay.com,EUR,-74
10537,Catalina.Yoshik.186231@optiopay.com,EUR,2644
10538,Brendan.Sacha.126265@optiopay.com,USD,291
10539,Lise.Micki.102298@optiopay.com,EUR,560
10540,Sacha.Donnell.173831@optiopay.com,USD,641
10541,Stephan.Ara.72241@optiopay.com,EUR,-778
10542,Brendan.Quinton.31884@optiopay.com,EUR,2244
10543,Giselle.Lise.102407@optiopay.com,EUR,413
10544,Emelina.Giuseppina.137580@optiopay.com,EUR,2275
10545,Cristi.Wilton.58580@optiopay.com,USD,-677
10546,Cristi.Cristi.109019@optiopay.com,USD,-406
10547,Micki.Wilton.68571@optiopay.com,EUR,-1639
10548,Ladonna.Cristi.155771@optiopay.com,USD,-1947
10549,Micki.Sebastian.8034@optiopay.com,EUR,-1689
10550,Wilton.Sebastian.162684@optiopay.com,USD,2903
10551,Brendan.Sacha.19564@optiopay.com,USD,-192
10552,Elizbeth.Giselle.82077@optiopay.com,USD,660
10553,Wilton.Stephan.48567@optiopay.com,EUR,-615
10554,Cecilia.Yoshik.145595@optiopay.com,EUR,1658
10555,Cecilia.Cristi.10597@optiopay.com,EUR,-1623
10556,Brendan.Quinton.31884@optiopay.com,EUR,-1919
10557,Sebastian.Giselle.57867@optiopay.com,EUR,2220
10558,Elizbeth.Stephan.188777@optiopay.com,EUR,-107
10559,Ladonna.Stephan.129033@optiopay.com,EUR,151
10560,Catalina.Catalina.114823@optiopay.com,USD,-893
10561,Giselle.Elizbeth.188506@optiopay.com,EUR,-100
10562,Stephan.Sebastian.142217@optiopay.com,EUR,261
10563,Quinton.Elizbeth.77858@optiopay.com,EUR,2436
10564,Giselle.Giuseppina.61187@optiopay.com,USD,-734
10565,Emelina.Giuseppina.104574@optiopay.com,USD,40
10566,Quinton.Lise.137811@optiopay.com,USD,-1140
10567,Elizbeth.Stephan.188777@optiopay.com,USD,-696
10568,Donnell.Giuseppina.165285@optiopay.com,USD,-1147
10569,Wilton.Lise.68892@optiopay.com,EUR,-1021
10570,Ladonna.Yoshik.183604@optiopay.com,EUR,2723
10571,Giselle.Yoshik.182399@optiopay.com,USD,833
10572,Stephan.Yoshik.129814@optiopay.com,EUR,-1495
10573,Cristi.Elizbeth.46818@optiopay.com,EUR,-1715
10574,Ladonna.Elizbeth.9423@optiopay.com,EUR,2470
10575,Roxann.Quinton.172013@optiopay.com,USD,632
10576,Cristi.Sacha.38416@optiopay.com,USD,1854
10577,Lise.Brendan.51109@optiopay.com,EUR,-1262
10578,Ara.Catalina.68212@optiopay.com,USD,-421
10579,Ladonna.Cristi.155771@optiopay.com,EUR,2028
10580,Catalina.Catalina.171817@optiopay.com,USD,-1732
10581,Ara.Ara.175433@optiopay.com,USD,1503
10582,Wilton.Ladonna.158346@optiopay.com,USD,2387
10583,Emelina.Wilton.11507@optiopay.com,USD,1726
10584,Cecilia.Sacha.78031@optiopay.com,EUR,464
10585,Emelina.Donnell.173712@optiopay.com,EUR,-291
10586,Emelina.Sacha.78766@optiopay.com,USD,399
10587,Stephan.Brendan.44697@optiopay.com,EUR,1678
10588,Ladonna.Donnell.94332@optiopay.com,EUR,2406
10589,Cristi.Donnell.32825@optiopay.com,USD,1226
10590,Wilton.Giuseppina.70452@optiopay.com,EUR,1182
10591,Sacha.Brendan.189546@optiopay.com,EUR,237
10592,Elizbeth.Catalina.15256@optiopay.com,USD,485
10593,Cecilia.Lise.92171@optiopay.com,USD,-761
10594,Giuseppina.Roxann.17594@optiopay.com,USD,-1761
10595,Yoshik.Ladonna.2868@optiopay.com,USD,130
10596,Cristi.Micki.41577@optiopay.com,USD,2811
10597,Micki.Wilton.90486@optiopay.com,USD,362
10598,Giselle.Yoshik.182399@optiopay.com,USD,40
10599,Catalina.Donnell.113466@optiopay.com,EUR,-1862
10600,Giselle.Yoshik.182399@optiopay.com,USD,-730
10601,Micki.Wilton.148478@optiopay.com,EUR,1098
10602,Ladonna.Elizbeth.9423@optiopay.com,USD,2481
10603,Roxann.Brendan.119133@optiopay.com,EUR,1859
10604,Emelina.Giuseppina.137580@optiopay.com,EUR,454
10605,Cecilia.Lise.92171@optiopay.com,EUR,411
10606,Sacha.Giselle.78752@optiopay.com,EUR,-1359
10607,Wilton.Catalina.135093@optiopay.com,EUR,1328
10608,Ara.Elizbeth.58254@optiopay.com,USD,-699
10609,Lise.Wilton.146475@optiopay.com,USD,1798
10610,Ladonna.Sacha.51793@optiopay.com,EUR,-1897
10611,Emelina.Elizbeth.63@optiopay.com,EUR,985
10612,Roxann.Emelina.128371@optiopay.com,USD,1091
10613,Yoshik.Micki.168981@optiopay.com,USD,-1624
10614,Roxann.Micki.5228@optiopay.com,EUR,-880
10615,Ladonna.Sacha.104976@optiopay.com,EUR,799
10616,Roxann.Emelina.144162@optiopay.com,USD,1033
10617,Quinton.Cecilia.97134@optiopay.com,EUR,-52
10618,Roxann.Giuseppina.84626@optiopay.com,EUR,47
10619,Cristi.Quinton.101145@optiopay.com,EUR,-440
10620,Cristi.Elizbeth.46818@optiopay.com,USD,598
10621,Stephan.Sebastian.142217@optiopay.com,USD,-1966
10622,Giuseppina.Sacha.189351@optiopay.com,EUR,1709
10623,Ladonna.Elizbeth.9423@optiopay.com,USD,1936
10624,Giselle.Ara.167636@optiopay.com,EUR,2677
10625,Wilton.Lise.68892@optiopay.com,EUR,-1218
10626,Donnell.Ara.159841@optiopay.com,USD,-1025
10627,Brendan.Micki.6025@optiopay.com,USD,-1826
10628,Stephan.Elizbeth.2401@optiopay.com,USD,320
10629,Cecilia.Lise.92171@optiopay.com,EUR,2493
10630,Cecilia.Yoshik.145595@optiopay.com,USD,2652
10631,Wilton.Giuseppina.70452@optiopay.com,EUR,-1336
10632,Giselle.Ara.32189@optiopay.com,EUR,-1101
10633,Micki.Elizbeth.47569@optiopay.com,USD,-1511
10634,Roxann.Stephan.181434@optiopay.com,USD,-291
10635,Giselle.Roxann.83521@optiopay.com,EUR,-944
10636,Sacha.Emelina.163144@optiopay.com,EUR,2331
10637,Catalina.Lise.65536@optiopay.com,USD,272
10638,Giselle.Ara.167636@optiopay.com,EUR,-1915
10639,Giuseppina.Sacha.4526@optiopay.com,USD,-1177
10640,Elizbeth.Catalina.130673@optiopay.com,USD,695
10641,Giselle.Elizbeth.188506@optiopay.com,USD,48
10642,Quinton.Cecilia.111142@optiopay.com,USD,2215
10643,Sacha.Cecilia.69988@optiopay.com,USD,-127
10644,Elizbeth.Catalina.15256@optiopay.com,EUR,1610
10645,Cecilia.Cecilia.170058@optiopay.com,EUR,-420
10646,Ara.Wilton.17966@optiopay.com,EUR,192
10647,Stephan.Emelina.114794@optiopay.com,USD,1434
10648,Catalina.Wilton.140038@optiopay.com,USD,2594
10649,Lise.Ladonna.30582@optiopay.com,EUR,179
10650,Sacha.Quinton.107824@optiopay.com,USD,673
10651,Wilton.Stephan.48567@optiopay.com,USD,-1724
10652,Stephan.Stephan.142394@optiopay.com,EUR,-1194
10653,Catalina.Donnell.113466@optiopay.com,EUR,2750
10654,Cristi.Giuseppina.70960@optiopay.com,USD,1422
10655,Cristi.Yoshik.159298@optiopay.com,USD,-653
10656,Sebastian.Lise.68130@optiopay.com,USD,1033
10657,Roxann.Brendan.119133@optiopay.com,EUR,178
10658,Cristi.Lise.125572@optiopay.com,EUR,1557
10659,Ladonna.Micki.160951@optiopay.com,EUR,1797
10660,Giselle.Giuseppina.61187@optiopay.com,EUR,2014
10661,Catalina.Lise.28561@optiopay.com,USD,-967
10662,Cristi.Sacha.38416@optiopay.com,USD,2351
10663,Wilton.Giuseppina.70452@optiopay.com,EUR,-327
10664,Sebastian.Lise.68130@optiopay.com,EUR,101
10665,Giuseppina.Wilton.12224@optiopay.com,EUR,1631
10666,Ara.Ara.175433@optiopay.com,USD,-1193
10667,Lise.Ladonna.30582@optiopay.com,USD,2743
10668,Ladonna.Giuseppina.100711@optiopay.com,EUR,1703
10669,Giselle.Sacha.18836@optiopay.com,EUR,1417
10670,Cristi.Yoshik.159298@optiopay.com,USD,-889
10671,Emelina.Giuseppina.137580@optiopay.com,USD,929
10672,Sacha.Emelina.92226@optiopay.com,EUR,2689
10673,Yoshik.Giuseppina.89189@optiopay.com,EUR,-1801
10674,Sacha.Emelina.92226@optiopay.com,EUR,2010
10675,Emelina.Giuseppina.14641@optiopay.com,USD,127
10676,Giselle.Stephan.37672@optiopay.com,USD,2367
10677,Cristi.Donnell.32825@optiopay.com,EUR,-733
10678,Ladonna.Brendan.127227@optiopay.com,USD,2680
10679,Sacha.Emelina.92226@optiopay.com,EUR,-276
10680,Roxann.Brendan.188596@optiopay.com,EUR,-910
10681,Ara.Roxann.161114@optiopay.com,EUR,1884
10682,Donnell.Sacha.7690@optiopay.com,EUR,1106
10683,Giuseppina.Yoshik.13046@optiopay.com,USD,-650
10684,Brendan.Ladonna.22586@optiopay.com,USD,2208
10685,Wilton.Ladonna.158346@optiopay.com,USD,2204
10686,Giuseppina.Sacha.189351@optiopay.com,USD,366
10687,Sacha.Emelina.163144@optiopay.com,USD,-190
10688,Emelina.Wilton.11507@optiopay.com,EUR,89
10689,Sacha.Quinton.96024@optiopay.com,USD,1028
10690,Catalina.Wilton.146037@optiopay.com,EUR,-1030
10691,Donnell.Giuseppina.165285@optiopay.com,USD,-1416
10692,Wilton.Catalina.150768@optiopay.com,EUR,1886
10693,Emelina.Elizbeth.63@optiopay.com,EUR,2463
10694,Stephan.Sacha.187771@optiopay.com,EUR,1259
10695,Emelina.Lise.95935@optiopay.com,EUR,2162
10696,Stephan.Cecilia.23646@optiopay.com,EUR,2880
10697,Yoshik.Giselle.42943@optiopay.com,EUR,-1865
10698,Cristi.Giuseppina.70960@optiopay.com,EUR,934
10699,Micki.Sebastian.69719@optiopay.com,USD,440
10700,Yoshik.Sacha.95733@optiopay.com,EUR,163
10701,Ara.Giuseppina.104429@optiopay.com,USD,2218
10702,Brendan.Giuseppina.167293@optiopay.com,USD,2204
10703,Sebastian.Quinton.182338@optiopay.com,USD,941
10704,Elizbeth.Cecilia.109425@optiopay.com,USD,-579
10705,Giuseppina.Wilton.12224@optiopay.com,USD,-688
10706,Catalina.Quinton.188967@optiopay.com,EUR,2241
10707,Lise.Cecilia.130321@optiopay.com,USD,1962
10708,Giselle.Stephan.37672@optiopay.com,USD,1528
10709,Sebastian.Catalina.90282@optiopay.com,EUR,1704
10710,Emelina.Giuseppina.182069@optiopay.com,USD,-1677
10711,Stephan.Emelina.114794@optiopay.com,USD,822
10712,Micki.Wilton.68571@optiopay.com,USD,-1712
10713,Cecilia.Lise.92171@optiopay.com,USD,-829
10714,Ara.Giuseppina.104429@optiopay.com,USD,668
10715,Sebastian.Quinton.182338@optiopay.com,EUR,2369
10716,Lise.Micki.102298@optiopay.com,EUR,-1451
10717,Sacha.Cecilia.69988@optiopay.com,USD,2466
10718,Brendan.Stephan.124650@optiopay.com,EUR,926
10719,Cecilia.Stephan.149341@optiopay.com,USD,1768
10720,Micki.Wilton.148478@optiopay.com,EUR,1720
10721,Elizbeth.Lise.83041@optiopay.com,USD,-572
10722,Elizbeth.Lise.35744@optiopay.com,USD,778
10723,Elizbeth.Lise.83041@optiopay.com,USD,-1840
10724,Cristi.Stephan.1402@optiopay.com,USD,-1021
10725,Quinton.Sacha.52945@optiopay.com,EUR,-1519
10726,Donnell.Ara.256@optiopay.com,USD,1412
10727,Emelina.Ladonna.54452@optiopay.com,EUR,1565
10728,Quinton.Roxann.118426@optiopay.com,USD,-1058
10729,Micki.Wilton.90486@optiopay.com,EUR,-112
10730,Sebastian.Ladonna.157886@optiopay.com,USD,191
10731,Elizbeth.Giselle.82077@optiopay.com,EUR,2564
10732,Giuseppina.Roxann.17594@optiopay.com,EUR,1936
10733,Quinton.Elizbeth.77858@optiopay.com,USD,1176
10734,Donnell.Quinton.35091@optiopay.com,USD,-290
10735,Catalina.Catalina.171817@optiopay.com,EUR,2888
10736,Yoshik.Micki.168981@optiopay.com,EUR,850
10737,Catalina.Yoshik.65564@optiopay.com,EUR,-857
10738,Sacha.Emelina.163144@optiopay.com,USD,845
10739,Yoshik.Cecilia.175411@optiopay.com,EUR,-957
10740,Catalina.Lise.65536@optiopay.com,EUR,2968
10741,Cristi.Wilton.173240@optiopay.com,EUR,-1712
10742,Quinton.Elizbeth.51764@optiopay.com,USD,1407
10743,Wilton.Sebastian.162684@optiopay.com,EUR,2829
10744,Catalina.Yoshik.65564@optiopay.com,EUR,346
10745,Micki.Roxann.124219@optiopay.com,USD,-904
10746,Brendan.Giuseppina.167293@optiopay.com,EUR,-1834
10747,Wilton.Lise.68892@optiopay.com,EUR,-1285
10748,Cecilia.Lise.92171@optiopay.com,USD,-1864
10749,Emelina.Lise.116898@optiopay.com,EUR,-86
10750,Cristi.Giselle.175553@optiopay.com,USD,1722
10751,Wilton.Giuseppina.70452@optiopay.com,USD,1256
10752,Giselle.Elizbeth.188506@optiopay.com,EUR,1226
10753,Quinton.Elizbeth.77858@optiopay.com,USD,2954
10754,Roxann.Brendan.188596@optiopay.com,EUR,2954
10755,Giuseppina.Yoshik.54537@optiopay.com,EUR,-1426
10756,Ladonna.Catalina.119886@optiopay.com,USD,-251
10757,Elizbeth.Catalina.15256@optiopay.com,EUR,1471
10758,Sacha.Yoshik.123435@optiopay.com,EUR,-636
10759,Catalina.Lise.28561@optiopay.com,EUR,513
10760,Donnell.Ara.256@optiopay.com,EUR,573
10761,Cecilia.Cristi.10597@optiopay.com,USD,-52
10762,Quinton.Roxann.118426@optiopay.com,USD,1285
10763,Lise.Wilton.58344@optiopay.com,USD,1390
10764,Elizbeth.Emelina.162460@optiopay.com,USD,-728
10765,Lise.Cecilia.130321@optiopay.com,EUR,883
10766,Catalina.Quinton.188967@optiopay.com,USD,-648
10767,Catalina.Quinton.188967@optiopay.com,USD,-173
10768,Yoshik.Micki.168981@optiopay.com,EUR,-425
10769,Giselle.Stephan.37672@optiopay.com,USD,1509
10770,Lise.Roxann.27103@optiopay.com,EUR,908
10771,Ara.Giselle.16019@optiopay.com,USD,40
10772,Roxann.Sacha.166987@optiopay.com,EUR,-1486
10773,Lise.Ladonna.30582@optiopay.com,EUR,-1192
10774,Micki.Sacha.163696@optiopay.com,EUR,1034
10775,Ara.Giselle.16019@optiopay.com,USD,242
10776,Roxann.Brendan.188596@optiopay.com,USD,1129
10777,Cecilia.Lise.92171@optiopay.com,USD,866
10778,Emelina.Ladonna.54452@optiopay.com,EUR,844
